FACILITY_ID,FACILITY_CODE,SYS_LOC_CODE,LOC_NAME,SAMPLE_ID,SYS_SAMPLE_CODE,SAMPLE_NAME,SAMPLE_DATE,SAMPLEDATE,SAMPLETIME,SAMPLE_TYPE_CODE,START_DEPTH,END_DEPTH,DEPTH_UNIT,MATRIX_CODE,TASK_CODE,TASK_CODE_2,PARENT_SAMPLE_CODE,FIELD_SDG,ANALYSIS_LOCATION,LAB_SAMPLE_ID,LAB_MATRIX_CODE,LAB_NAME_CODE,ANALYTIC_METHOD,ANALYSIS_DATE,COLUMN_NUMBER,FRACTION,TEST_TYPE,PREP_METHOD,LEACHATE_METHOD,LEACHATE_DATE,LAB_SDG,PERCENT_MOISTURE,DILUTION_FACTOR,TEST_ID,CAS_RN,CHEMICAL_NAME,ORGANIC_YN,REPORT_RESULT_TEXT,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,REPORT_RESULT_LIMIT,REPORT_METHOD_DETECTION_LIMIT,REPORT_REPORTING_LIMIT,REPORT_QUANTITATION_LIMIT,REPORTABLE_RESULT,DETECT_FLAG,INTERPRETED_QUALIFIERS,VALIDATOR_QUALIFIERS,LAB_QUALIFIERS,QUANTITATION_LIMIT,METHOD_DETECTION_LIMIT,REPORTING_DETECTION_LIMIT,DETECTION_LIMIT_UNIT,APPROVAL_CODE,RESULT_TEXT,RESULT_NUMERIC,RESULT_UNIT,RESULT_TYPE_CODE,X_COORD,Y_COORD,Z_COORD_AVG,ZFROM,ZTO,LONGITUDE,LATITUDE,UNCERTAINTY,SAMPLE_METHOD,MEDIUM_CODE,DQM_REASON_CODE,COMPOSITE_YN,RESULT_ERROR_DELTA,COUNTING_ERROR,SAMPLE_START_DATE,ANL_SHORT_NAME,MINIMUM_DETECTABLE_CONC,SAMPLE_END_DATE,ANALYST_NAME,collection_date
1,SRS,FMC-002F,FMC-002F,412727,FHFMB-0000121,FMC-002F-SW-2011-12-06T00:00:00,12/6/11,06 Dec 2011,10:15,REG,,,,SW,4Q11FHFMB,,,,LB,301725203,,EBLFY12,L3.21-10021,12/17/11,00,T,000,,,,,100,1,2470893,15046-84-1,IODINE-129,N,< 3.27,3.27,pCi/L,3.27,,0.7410,2.42,Yes,N,,,,2.42,,0.7410,pCi/L,VU,3.27,3.27,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,0.8390,,12/6/11,I129,,12/6/11,,12/6/11
1,SRS,FMC-002F,FMC-002F,414717,1Q12FHFMB-001,FMC-002F-SW-2012-03-12T00:00:00,3/12/12,12 Mar 2012,12:15,REG,,,,SW,1Q12FHFMB,,,,LB,301800284,,EBLFY12,L3.21-10021,3/21/12,00,T,000,,,,,100,1,2478794,15046-84-1,IODINE-129,N,< 2.66,2.66,pCi/L,2.66,,0.7480,2.54,Yes,N,,,,2.54,,0.7480,pCi/L,VU,2.66,2.66,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,0.8940,,3/12/12,I129,,3/12/12,,3/12/12
1,SRS,FMC-002F,FMC-002F,417221,2Q12FHFMB-001,FMC-002F-SW-2012-06-04T00:00:00,6/4/12,04 Jun 2012,10:29,REG,,,,SW,2Q12FHFMB,,,,LB,301850041,,EBLFY12,L3.21-10021,6/13/12,00,T,000,,,,,100,1,2482995,15046-84-1,IODINE-129,N,< 1.23,1.23,pCi/L,1.23,,1.02,3.38,Yes,N,,,J,3.38,,1.02,pCi/L,VU,1.23,1.23,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,21,N,1.18,,6/4/12,I129,,6/4/12,,6/4/12
1,SRS,FMC-002F,FMC-002F,419677,FHFMB00000013,FMC-002F-SW-2012-09-17T00:00:00,9/17/12,17 Sep 2012,14:15,REG,,,,SW,3Q12FHFMB,,,,LB,301927050,,EBLFY12,L3.21-10021,10/2/12,00,T,000,,,,,100,1,2490322,15046-84-1,IODINE-129,N,< 6.11,6.11,pCi/L,6.11,,0.8730,3.63,Yes,N,,,,3.63,,0.8730,pCi/L,VU,6.11,6.11,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.38,,9/17/12,I129,,9/17/12,,9/17/12
1,SRS,FMC-002F,FMC-002F,422464,FHFMB-0000133,FMC-002F-SW-2012-12-05T00:00:00,12/5/12,05 Dec 2012,09:30,REG,,,,SW,4Q12FHFMB,,,,LB,301979806,,EBLFY12,L3.21-10021,1/3/13,00,T,000,,,,,100,1,2495193,15046-84-1,IODINE-129,N,< 4.08,4.08,pCi/L,4.08,,1.05,4.01,Yes,N,,,,4.01,,1.05,pCi/L,VU,4.08,4.08,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.48,,12/5/12,I129,,12/5/12,,12/5/12
1,SRS,FMC-002F,FMC-002F,424974,FHFMB00000037,FMC-002F-SW-2013-03-05T00:00:00,3/5/13,05 Mar 2013,10:30,REG,,,,SW,1Q13FHFMB,,,,LB,302056420,,EBLFY12,L3.21-10021,3/28/13,00,T,000,,,,,100,1,2504477,15046-84-1,IODINE-129,N,< 1.44,1.44,pCi/L,1.44,,1.03,3.50,Yes,N,,,J,3.50,,1.03,pCi/L,VU,1.44,1.44,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,21,N,1.24,,3/5/13,I129,,3/5/13,,3/5/13
1,SRS,FMC-002F,FMC-002F,668837,FHFMB00000037_LD,FMC-002F-SW-2013-03-05T00:00:00,3/5/13,05 Mar 2013,10:30,LD,,,,SW,1Q13FHFMB,,FHFMB00000037,,LB,302058826,,EBLFY12,L3.21-10021,3/28/13,00,T,000,,,,,100,1,3132858,15046-84-1,IODINE-129,N,< 1.53,1.53,pCi/L,1.53,,1.09,2.82,Yes,N,,,J,2.82,,1.09,pCi/L,VU,1.53,1.53,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,21,N,0.8650,,3/5/13,I129,,3/5/13,,3/5/13
1,SRS,FMC-002F,FMC-002F,427813,FHFMB00000049,FMC-002F-SW-2013-06-03T00:00:00,6/3/13,03 Jun 2013,13:00,REG,,,,SW,2Q13FHFMB,,,,LB,302121148,,EBLFY13,L3.21-10021,6/12/13,00,T,000,,,,,100,1,2508355,15046-84-1,IODINE-129,N,< 10.10,10.1,pCi/L,10.10,,0.9950,5.83,Yes,N,,,,5.83,,0.9950,pCi/L,VU,10.10,10.1,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,2.42,,6/3/13,I129,,6/3/13,,6/3/13
1,SRS,FMC-002F,FMC-002F,430165,FHFMB00000061,FMC-002F-SW-2013-09-04T00:00:00,9/4/13,04 Sep 2013,12:30,REG,,,,SW,3Q13FHFMB,,,,LB,302176033,,EBLFY13,L3.21-10021,9/14/13,00,T,000,,,,,100,1,2516696,15046-84-1,IODINE-129,N,< 5.34,5.34,pCi/L,5.34,,0.9280,4.32,Yes,N,,,,4.32,,0.9280,pCi/L,VU,5.34,5.34,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.69,,9/4/13,I129,,9/4/13,,9/4/13
1,SRS,FMC-002F,FMC-002F,431882,FHFMB00000073,FMC-002F-SW-2013-12-18T00:00:00,12/18/13,18 Dec 2013,10:50,REG,,,,SW,4Q13FHFMB,,,,LB,302227038,,EBLFY13,L3.21-10021,12/24/13,00,T,000,,,,,100,1,2519310,15046-84-1,IODINE-129,N,< 4.44,4.44,pCi/L,4.44,,0.93,4.15,Yes,N,,,,4.15,,0.93,pCi/L,VU,4.44,4.44,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.61,,12/18/13,I129,,12/18/13,,12/18/13
1,SRS,FMC-002F,FMC-002F,434384,FHFMB00000085,FMC-002F-SW-2014-03-11T00:00:00,3/11/14,11 Mar 2014,12:15,REG,,,,SW,1Q14FHFMB,,,,LB,302331685,,EBLFY13,L3.21-10021,3/27/14,00,T,000,,,,,100,1,2527352,15046-84-1,IODINE-129,N,< 1.88,1.88,pCi/L,1.88,,1.06,3.41,Yes,N,,,J,3.41,,1.06,pCi/L,VU,1.88,1.88,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,21,N,1.18,,3/11/14,I129,,3/11/14,,3/11/14
1,SRS,FMC-002F,FMC-002F,436816,FHFMB00000097,FMC-002F-SW-2014-06-16T00:00:00,6/16/14,16 Jun 2014,13:00,REG,,,,SW,2Q14FHFMB,,,,LB,302396614,,EBLFY13,L3.21-10021,7/1/14,00,T,000,,,,,100,1,2532979,15046-84-1,IODINE-129,N,< 4.36,4.36,pCi/L,4.36,,1.06,3.41,Yes,N,,,,3.41,,1.06,pCi/L,VU,4.36,4.36,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.17,,6/16/14,I129,,6/16/14,,6/16/14
1,SRS,FMC-002F,FMC-002F,440757,FHFMB00000109,FMC-002F-SW-2014-09-22T00:00:00,9/22/14,22 Sep 2014,10:20,REG,,,,SW,3Q14FHFMB,,,,LB,302560084,,EBLFY13,L3.21-10021,10/8/14,00,T,000,,,,,100,1,2547635,15046-84-1,IODINE-129,N,< 6.39,6.39,pCi/L,6.39,,1.04,4.77,Yes,N,,,,4.77,,1.04,pCi/L,VU,6.39,6.39,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.86,,9/22/14,I129,,9/22/14,,9/22/14
1,SRS,FMC-002F,FMC-002F,672917,FHFMB00000109_LD,FMC-002F-SW-2014-09-22T00:00:00,9/22/14,22 Sep 2014,10:20,LD,,,,SW,3Q14FHFMB,,FHFMB00000109,,LB,302566474,,EBLFY13,L3.21-10021,10/8/14,00,T,000,,,,,100,1,3140113,15046-84-1,IODINE-129,N,< 7.11,7.11,pCi/L,7.11,,1.01,4.48,Yes,N,,,,4.48,,1.01,pCi/L,VU,7.11,7.11,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.74,,9/22/14,I129,,9/22/14,,9/22/14
1,SRS,FMC-002F,FMC-002F,447792,FHFMB00000121,FMC-002F-SW-2014-12-02T00:00:00,12/2/14,02 Dec 2014,07:35,REG,,,,SW,4Q14FHFMB,,,,LB,302647685,,EBLFY13,L3.21-10021,12/10/14,00,T,000,,,,,100,1,2565164,15046-84-1,IODINE-129,N,< 1.95,1.95,pCi/L,1.95,,1.02,2.50,Yes,N,,,J,2.50,,1.02,pCi/L,VU,1.95,1.95,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,21,N,0.7390,,12/2/14,I129,,12/2/14,,12/2/14
1,SRS,FMC-002F,FMC-002F,451871,FHFMB00000135,FMC-002F-SW-2015-03-03T00:00:00,3/3/15,03 Mar 2015,09:30,REG,,,,SW,1Q15FHFMB,,,,LB,302734472,,EBLFY15,L3.21-10021,3/17/15,00,T,000,,,,,100,1,2579980,15046-84-1,IODINE-129,N,< 0.9120,0.912,pCi/L,0.9120,,1.13,2.41,Yes,N,,,U,2.41,,1.13,pCi/L,VU,0.9120,0.912,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,0.6420,,3/3/15,I129,,3/3/15,,3/3/15
1,SRS,FMC-002F,FMC-002F,674259,FHFMB00000135_LD,FMC-002F-SW-2015-03-03T00:00:00,3/3/15,03 Mar 2015,09:30,LD,,,,SW,1Q15FHFMB,,FHFMB00000135,,LB,302735600,,EBLFY15,L3.21-10021,3/18/15,00,T,000,,,,,100,1,3142311,15046-84-1,IODINE-129,N,< 1.88,1.88,pCi/L,1.88,,0.8910,3.29,Yes,N,,,J,3.29,,0.8910,pCi/L,VU,1.88,1.88,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,21,N,1.20,,3/3/15,I129,,3/3/15,,3/3/15
1,SRS,FMC-002F,FMC-002F,454546,FHFMB00000147,FMC-002F-SW-2015-06-02T00:00:00,6/2/15,02 Jun 2015,09:03,REG,,,,SW,2Q15FHFMB,,,,LB,302774772,,EBLFY15,L3.21-10021,6/11/15,00,T,000,,,,,100,1,2587603,15046-84-1,IODINE-129,N,< 2.31,2.31,pCi/L,2.31,,0.98,3.37,Yes,N,,,J,3.37,,0.98,pCi/L,VU,2.31,2.31,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,21,N,1.20,,6/2/15,I129,,6/2/15,,6/2/15
1,SRS,FMC-002F,FMC-002F,458138,FHFMB00000159,FMC-002F-SW-2015-09-01T00:00:00,9/1/15,01 Sep 2015,08:00,REG,,,,SW,3Q15FHFMB,,,,LB,302835472,,EBLFY13,L3.21-10021,10/5/15,00,T,000,,,,,100,1,2601685,15046-84-1,IODINE-129,N,< 5.42,5.42,pCi/L,5.42,,1.02,4.14,Yes,N,,,,4.14,,1.02,pCi/L,VU,5.42,5.42,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.56,,9/1/15,I129,,9/1/15,,9/1/15
1,SRS,FMC-002F,FMC-002F,675952,FHFMB00000159_LD,FMC-002F-SW-2015-09-01T00:00:00,9/1/15,01 Sep 2015,08:00,LD,,,,SW,3Q15FHFMB,,FHFMB00000159,,LB,302836183,,EBLFY13,L3.21-10021,10/6/15,00,T,000,,,,,100,1,3145304,15046-84-1,IODINE-129,N,< 4.92,4.92,pCi/L,4.92,,1.06,3.72,Yes,N,,,,3.72,,1.06,pCi/L,VU,4.92,4.92,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.33,,9/1/15,I129,,9/1/15,,9/1/15
1,SRS,FMC-002F,FMC-002F,461151,FHFMB00000171,FMC-002F-SW-2015-12-08T00:00:00,12/8/15,08 Dec 2015,09:05,REG,,,,SW,4Q15FHFMB,,,,LB,302885469,,EBLFY15,L3.21-10021,12/23/15,00,T,000,,,,,100,1,2606890,15046-84-1,IODINE-129,N,< 2.54,2.54,pCi/L,2.54,,1.01,3.41,Yes,N,,,J,3.41,,1.01,pCi/L,VU,2.54,2.54,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,21,N,1.20,,12/8/15,I129,,12/8/15,,12/8/15
1,SRS,FMC-002F,FMC-002F,464682,FHFMB00000183,FMC-002F-SW-2016-03-01T00:00:00,3/1/16,01 Mar 2016,09:15,REG,,,,SW,1Q16FHFMB,,,,LB,302958847,,EBLFY15,L3.21-10021,3/30/16,00,T,000,,,,,100,1,2621526,15046-84-1,IODINE-129,N,< 1.15,1.15,pCi/L,1.15,,1.05,2.56,Yes,N,,,J,2.56,,1.05,pCi/L,VU,1.15,1.15,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,21,N,0.76,,3/1/16,I129,,3/1/16,,3/1/16
1,SRS,FMC-002F,FMC-002F,467605,FHFMB00000195,FMC-002F-SW-2016-06-14T00:00:00,6/14/16,14 Jun 2016,10:44,REG,,,,SW,2Q16FHFMB,,,,LB,303006898,,EBLFY15,L3.21-10021,6/18/16,00,T,000,,,,,100,1,2629376,15046-84-1,IODINE-129,N,< 2.01,2.01,pCi/L,2.01,,1.14,3.35,Yes,N,,,J,3.35,,1.14,pCi/L,VU,2.01,2.01,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,21,N,1.11,,6/14/16,I129,,6/14/16,,6/14/16
1,SRS,FMC-002F,FMC-002F,471894,FHFMB00000219,FMC-002F-SW-2016-09-06T00:00:00,9/6/16,06 Sep 2016,15:08,REG,,,,SW,3Q16FHFMB,,,,LB,303074300,,EBLFY15,L3.21-10021,9/10/16,00,T,000,,,,,100,1,2643317,15046-84-1,IODINE-129,N,< 6.44,6.44,pCi/L,6.44,,1.07,4.79,Yes,N,,,,4.79,,1.07,pCi/L,VU,6.44,6.44,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.86,,9/6/16,I129,,9/6/16,,9/6/16
1,SRS,FMC-002F,FMC-002F,475523,FHFMB00000231,FMC-002F-SW-2016-11-30T00:00:00,11/30/16,30 Nov 2016,10:43,REG,,,,SW,4Q16FHFMB,,,,LB,303158102,,EBLFY15,L3.21-10021,12/5/16,00,T,000,,,,,100,1,2650117,15046-84-1,IODINE-129,N,< 7.22,7.22,pCi/L,7.22,,1.11,5.39,Yes,N,,,,5.39,,1.11,pCi/L,VU,7.22,7.22,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,2.14,,11/30/16,I129,,11/30/16,,11/30/16
1,SRS,FMC-002F,FMC-002F,679735,FHFMB00000231_LD,FMC-002F-SW-2016-11-30T00:00:00,11/30/16,30 Nov 2016,10:43,LD,,,,SW,4Q16FHFMB,,FHFMB00000231,,LB,303158407,,EBLFY15,L3.21-10021,12/6/16,00,T,000,,,,,100,1,3152254,15046-84-1,IODINE-129,N,< 6.66,6.66,pCi/L,6.66,,1.25,4.80,Yes,N,,,,4.80,,1.25,pCi/L,VU,6.66,6.66,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.78,,11/30/16,I129,,11/30/16,,11/30/16
1,SRS,FMC-002F,FMC-002F,478665,FHFMB-0000145,FMC-002F-SW-2017-02-28T00:00:00,2/28/17,28 Feb 2017,08:15,REG,,,,SW,1Q17FHFMB,,,,LB,303236310,,EBLFY15,L3.21-10021,3/29/17,00,T,000,,,,,100,1,2662909,15046-84-1,IODINE-129,N,< 3.44,3.44,pCi/L,3.44,,1.14,3.27,Yes,N,,,,3.27,,1.14,pCi/L,VU,3.44,3.44,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.07,,2/28/17,I129,,2/28/17,,2/28/17
1,SRS,FMC-002F,FMC-002F,481637,FHFMB00000243,FMC-002F-SW-2017-06-01T00:00:00,6/1/17,01 Jun 2017,07:40,REG,,,,SW,2Q17FHFMB,,,,LB,303276892,,EBLFY15,L3.21-10021,6/6/17,00,T,000,,,,,100,1,2670402,15046-84-1,IODINE-129,N,< 5.90,5.9,pCi/L,5.90,,1.07,4.46,Yes,N,,,,4.46,,1.07,pCi/L,VU,5.90,5.9,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.69,,6/1/17,I129,,6/1/17,,6/1/17
1,SRS,FMC-002F,FMC-002F,681319,FHFMB00000243_LD,FMC-002F-SW-2017-06-01T00:00:00,6/1/17,01 Jun 2017,07:40,LD,,,,SW,2Q17FHFMB,,FHFMB00000243,,LB,303277384,,EBLFY15,L3.21-10021,6/7/17,00,T,000,,,,,100,1,3155220,15046-84-1,IODINE-129,N,< 6.32,6.32,pCi/L,6.32,,1.21,4.26,Yes,N,,,,4.26,,1.21,pCi/L,VU,6.32,6.32,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.52,,6/1/17,I129,,6/1/17,,6/1/17
1,SRS,FMC-002F,FMC-002F,484239,FHFMB00000255,FMC-002F-SW-2017-09-06T00:00:00,9/6/17,06 Sep 2017,09:06,REG,,,,SW,3Q17FHFMB,,,,LB,303336236,,EBLFY15,L3.21-10021,9/21/17,00,T,000,,,,,100,1,2680896,15046-84-1,IODINE-129,N,< 4.78,4.78,pCi/L,4.78,,1.12,4.70,Yes,N,,,,4.70,,1.12,pCi/L,VU,4.78,4.78,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.79,,9/6/17,I129,,9/6/17,,9/6/17
1,SRS,FMC-002F,FMC-002F,487982,FHFMB-0002000,FMC-002F-SW-2017-12-05T00:00:00,12/5/17,05 Dec 2017,09:30,REG,,,,SW,4Q17FHFMB,,,,LB,303398241,,EBLFY15,L3.21-10021,12/7/17,00,T,000,,,,,100,1,2689924,15046-84-1,IODINE-129,N,< 4.54,4.54,pCi/L,4.54,,1.01,3.87,Yes,N,,,,3.87,,1.01,pCi/L,VU,4.54,4.54,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.43,,12/5/17,I129,,12/5/17,,12/5/17
1,SRS,FMC-002F,FMC-002F,682956,FHFMB-0002000_LD,FMC-002F-SW-2017-12-05T00:00:00,12/5/17,05 Dec 2017,09:30,LD,,,,SW,4Q17FHFMB,,FHFMB-0002000,,LB,303398550,,EBLFY15,L3.21-10021,12/8/17,00,T,000,,,,,100,1,3158376,15046-84-1,IODINE-129,N,< 2.70,2.7,pCi/L,2.70,,1.08,3.47,Yes,N,,,J,3.47,,1.08,pCi/L,VU,2.70,2.7,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,21,N,1.20,,12/5/17,I129,,12/5/17,,12/5/17
1,SRS,FMC-002F,FMC-002F,491669,FHFMB00000267,FMC-002F-SW-2018-02-26T00:00:00,2/26/18,26 Feb 2018,11:10,REG,,,,SW,1Q18FHFMB,,,,LB,303466858,,EBLFY15,L3.21-10021,3/9/18,00,T,000,,,,,100,1,2702803,15046-84-1,IODINE-129,N,< 2.85,2.85,pCi/L,2.85,,1.20,2.87,Yes,N,,,J,2.87,,1.20,pCi/L,VU,2.85,2.85,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,21,N,0.8320,,2/26/18,I129,,2/26/18,,2/26/18
1,SRS,FMC-002F,FMC-002F,494185,FHFMB00000279,FMC-002F-SW-2018-06-05T00:00:00,6/5/18,05 Jun 2018,12:35,REG,,,,SW,2Q18FHFMB,,,,LB,303510442,,EBLFY18,L3.21-10021,6/9/18,00,T,000,,,,,100,1,2709120,15046-84-1,IODINE-129,N,< 5.87,5.87,pCi/L,5.87,,1.05,4.56,Yes,N,,,,4.56,,1.05,pCi/L,VU,5.87,5.87,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.76,,6/5/18,I129,,6/5/18,,6/5/18
1,SRS,FMC-002F,FMC-002F,497125,FHFMB-0002012,FMC-002F-SW-2018-09-04T00:00:00,9/4/18,04 Sep 2018,12:30,REG,,,,SW,3Q18FHFMB,,,,LB,303573013,,EBLFY18,L3.21-10021,9/12/18,00,T,000,,,,,100,1,2721234,15046-84-1,IODINE-129,N,< 3.94,3.94,pCi/L,3.94,,1.57,3.61,Yes,N,,,,3.61,,1.57,pCi/L,VU,3.94,3.94,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,1.02,,9/4/18,I129,,9/4/18,,9/4/18
1,SRS,FMC-002F,FMC-002F,503608,FHFMB00000291,FMC-002F-SW-2018-11-29T00:00:00,11/29/18,29 Nov 2018,11:05,REG,,,,SW,4Q18FHFMB,,,,LB,303635669,,EBLFY18,L3.21-10021,12/7/18,00,T,000,,,,,100,1,2729998,15046-84-1,IODINE-129,N,< 1.34,1.34,pCi/L,1.34,,1.10,3.34,Yes,N,,,J,3.34,,1.10,pCi/L,VU,1.34,1.34,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,21,N,1.12,,11/29/18,I129,,11/29/18,,11/29/18
1,SRS,FMC-002F,FMC-002F,506836,FHFMB-0002024,FMC-002F-SW-2019-03-11T00:00:00,3/11/19,11 Mar 2019,12:40,REG,,,,SW,1Q19FHFMB,,,,LB,303710544,,EBLFY18,L3.21-10021,4/3/19,00,T,000,,,,,100,1,2743207,15046-84-1,IODINE-129,N,1.15,1.15,pCi/L,1.15,,1.09,2.49,Yes,Y,,,J,2.49,,1.09,pCi/L,VU,1.15,1.15,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,21|SIG,N,0.6990,,3/11/19,I129,,3/11/19,,3/11/19
1,SRS,FMC-002F,FMC-002F,510429,FHFMB00000303,FMC-002F-SW-2019-06-03T00:00:00,6/3/19,03 Jun 2019,08:17,REG,,,,SW,2Q19FHFMB,,,,LB,303745605,,EBLFY18,L3.21-10021,6/13/19,00,T,000,,,,,100,1,2753766,15046-84-1,IODINE-129,N,2.55,2.55,pCi/L,2.55,,1.07,3.25,Yes,Y,,,J,3.25,,1.07,pCi/L,VU,2.55,2.55,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,21|SIG,N,1.09,,6/3/19,I129,,6/3/19,,6/3/19
1,SRS,FMC-002F,FMC-002F,688124,FHFMB00000303_LD,FMC-002F-SW-2019-06-03T00:00:00,6/3/19,03 Jun 2019,08:17,LD,,,,SW,2Q19FHFMB,,FHFMB00000303,,LB,303748430,,EBLFY18,L3.21-10021,6/13/19,00,T,000,,,,,100,1,3167692,15046-84-1,IODINE-129,N,3.43,3.43,pCi/L,3.43,,1.08,3.06,Yes,Y,,,,3.06,,1.08,pCi/L,VU,3.43,3.43,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,SIG,N,0.9880,,6/3/19,I129,,6/3/19,,6/3/19
1,SRS,FMC-002F,FMC-002F,512841,3Q19FHFMB0001,FMC-002F-SW-2019-09-09T00:00:00,9/9/19,09 Sep 2019,08:15,REG,,,,SW,3Q19FHFMB,,,,LB,303806427,,EBLFY18,L3.21-10021,9/20/19,00,T,000,,,,,100,1,2761878,15046-84-1,IODINE-129,N,3.76,3.76,pCi/L,3.76,,1.18,3.86,Yes,Y,,,J,3.86,,1.18,pCi/L,VU,3.76,3.76,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,SIG|21,N,1.34,,9/9/19,I129,,9/9/19,,9/9/19
1,SRS,FMC-002F,FMC-002F,517146,4Q19FHFMB0001,FMC-002F-SW-2019-12-05T00:00:00,12/5/19,05 Dec 2019,10:05,REG,,,,SW,4Q19FHFMB,,,,LB,303855341,,EBLFY18,L3.21-10021,1/7/20,00,T,000,,,,,100,1,2774670,15046-84-1,IODINE-129,N,2.80,2.8,pCi/L,2.80,,2.68,5.71,Yes,Y,,,J,5.71,,2.68,pCi/L,VU,2.80,2.8,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,21|SIG|Q,N,1.52,,12/5/19,I129,,12/5/19,,12/5/19
1,SRS,FMC-002F,FMC-002F,529356,1Q20FHFMB0001,FMC-002F-SW-2020-02-28T00:00:00,2/28/20,28 Feb 2020,10:58,REG,,,,SW,1Q20FHFMB,,,,LB,303916207,,EBLFY18,L3.21-10021,3/7/20,00,T,000,,,,,100,1,2796415,15046-84-1,IODINE-129,N,< 0.7390,0.739,pCi/L,0.7390,,1.24,2.89,Yes,N,,,U,2.89,,1.24,pCi/L,VU,0.7390,0.739,pCi/L,TRG,-81.67906676,33.2665425,,,,-81.67906676,33.2665425,0,,LIQ,,N,0.8260,,2/28/20,I129,,2/28/20,,2/28/20
